human	macaque	mouse
DMBX1_HUMAN	F7G2L1_MACMU	DMBX1_MOUSE
GMPPB_HUMAN	F7GRF0_MACMU	GMPPB_MOUSE
ST17B_HUMAN	H9EW56_MACMU	ST17B_MOUSE
K2C72_HUMAN	H9EW56_MACMU	K2C72_MOUSE
TM6S2_HUMAN	F6UI24_MACMU	TM6S2_MOUSE
ASPN_HUMAN	G7NF18_MACMU	ASPN_MOUSE
PRAM5_HUMAN	F7D576_MACMU	B1ARV5_MOUSE
PCBP2_HUMAN	A0A1D5QPA2_MACMU	PCBP2_MOUSE
F102B_HUMAN	H9FT86_MACMU	F102B_MOUSE
B3GT4_HUMAN	A0A5F8ABN6_MACMU	B3GT4_MOUSE
HGH1_HUMAN	A0A5F7ZL69_MACMU	HGH1_MOUSE
VSIG4_HUMAN	A0A5F8ACF7_MACMU	F6TUL9_MOUSE
FST_HUMAN	F7AVH0_MACMU	FST_MOUSE
GNA11_HUMAN	F7GZP9_MACMU	GNA11_MOUSE
UD18_HUMAN	F7GZP9_MACMU	UD17_MOUSE
RFFL_HUMAN	A0A1D5R358_MACMU	RFFL_MOUSE
OPSG_HUMAN	A0A5F7ZTQ6_MACMU	RFFL_MOUSE
AGTR1_HUMAN	A0A1D5R973_MACMU	AGTRA_MOUSE
CCYL1_HUMAN	F7AUG1_MACMU	D3YUJ3_MOUSE
SPB8_HUMAN	H9YWZ7_MACMU	SPB8_MOUSE
SPSB3_HUMAN	A0A5F8ABN4_MACMU	SPSB3_MOUSE
ODPAT_HUMAN	A0A5F8AMI4_MACMU	SPSB3_MOUSE
VA0D1_HUMAN	A0A1D5QG61_MACMU	VA0D1_MOUSE
MAPK2_HUMAN	F7HHY8_MACMU	MAPK2_MOUSE
OPRX_HUMAN	H9EUZ6_MACMU	OPRX_MOUSE
CCN4_HUMAN	F6YW97_MACMU	CCN4_MOUSE
NKX61_HUMAN	F7H8N6_MACMU	NKX61_MOUSE
TUSC3_HUMAN	F7EWS4_MACMU	TUSC3_MOUSE
ACOXL_HUMAN	F7EWS4_MACMU	ACOXL_MOUSE
PI2R_HUMAN	F7EWG0_MACMU	PI2R_MOUSE
SHLB1_HUMAN	A0A1D5QE68_MACMU	SHLB1_MOUSE
FIBP_HUMAN	A0A5F8A0H4_MACMU	FIBP_MOUSE
CLVS1_HUMAN	F7DKJ0_MACMU	CLVS1_MOUSE
LIPG_HUMAN	F7FHQ4_MACMU	LIPG_MOUSE
GNAT2_HUMAN	F6VKI4_MACMU	GNAT2_MOUSE
SNPC1_HUMAN	H9FYS9_MACMU	SNPC1_MOUSE
KCJ13_HUMAN	A0A5F7ZVU0_MACMU	KCJ13_MOUSE
WNT9A_HUMAN	A0A5F8AIA3_MACMU	WNT9A_MOUSE
RIBC1_HUMAN	A0A1D5RL83_MACMU	RIBC1_MOUSE
NEUR2_HUMAN	F7G6S2_MACMU	NEUR2_MOUSE
CCR4_HUMAN	F7GUA3_MACMU	CCR4_MOUSE
SOX_HUMAN	F6XXQ3_MACMU	SOX_MOUSE
MTLR_HUMAN	A0A5F7ZQL0_MACMU	SOX_MOUSE
ESAM_HUMAN	F6THA2_MACMU	ESAM_MOUSE
NFE2_HUMAN	F7H4R2_MACMU	NFE2_MOUSE
MBNL3_HUMAN	F6V6X7_MACMU	MBNL3_MOUSE
TTC19_HUMAN	F7EVI2_MACMU	TTC19_MOUSE
SGK2_HUMAN	F7AR06_MACMU	SGK2_MOUSE
KCC1A_HUMAN	A0A5F7ZLA0_MACMU	KCC1A_MOUSE
RL3R2_HUMAN	F6U984_MACMU	RL3R2_MOUSE
TEX45_HUMAN	A0A5F8ARV5_MACMU	G3XA23_MOUSE
WNT5B_HUMAN	F7BGU5_MACMU	WNT5B_MOUSE
GG6LV_HUMAN	A0A5F7ZFW4_MACMU	WNT5B_MOUSE
WNT8B_HUMAN	F7HKD3_MACMU	WNT8B_MOUSE
ARI3C_HUMAN	F7HA39_MACMU	ARI3C_MOUSE
PCMD2_HUMAN	F7D8R1_MACMU	PCMD2_MOUSE
IVD_HUMAN	A0A1D5Q8G6_MACMU	IVD_MOUSE
ZN679_HUMAN	F7F792_MACMU	A0A1D5RM15_MOUSE
DRG2_HUMAN	A0A5F8AU45_MACMU	DRG2_MOUSE
WNT7B_HUMAN	A0A5F8AE57_MACMU	WNT7B_MOUSE
CD5R2_HUMAN	F7CY39_MACMU	CD5R2_MOUSE
HIBCH_HUMAN	A0A1D5RL20_MACMU	HIBCH_MOUSE
RGS20_HUMAN	A0A1D5QM20_MACMU	HIBCH_MOUSE
NPSR1_HUMAN	F6UH92_MACMU	NPSR1_MOUSE
GFRAL_HUMAN	A0A5F7ZIM7_MACMU	GFRAL_MOUSE
FPGT_HUMAN	A0A5F7ZIM7_MACMU	FPGT_MOUSE
MECR_HUMAN	F6RDJ9_MACMU	MECR_MOUSE
S35F2_HUMAN	G7NBT4_MACMU	S35F2_MOUSE
MEIS3_HUMAN	A0A1D5R3Y5_MACMU	MEIS3_MOUSE
ANR63_HUMAN	A0A1D5QZT7_MACMU	ANR63_MOUSE
MUL1_HUMAN	F7EZL0_MACMU	MUL1_MOUSE
IRF2_HUMAN	A0A5F8A9V2_MACMU	IRF2_MOUSE
PP1R7_HUMAN	A0A1D5RB27_MACMU	PP1R7_MOUSE
Z385A_HUMAN	A0A5F8AT29_MACMU	Z385A_MOUSE
AT7L3_HUMAN	H9ZBF7_MACMU	AT7L3_MOUSE
AMER3_HUMAN	H9ZBF7_MACMU	AMER3_MOUSE
GDAP1_HUMAN	F6X699_MACMU	GDAP1_MOUSE
LAX1_HUMAN	A0A5F7ZV39_MACMU	LAX1_MOUSE
T185A_HUMAN	A0A5F7ZV39_MACMU	T185A_MOUSE
CBG_HUMAN	F7F6V9_MACMU	CBG_MOUSE
AIPL1_HUMAN	AIPL1_MACMU	AIPL1_MOUSE
CASP9_HUMAN	F7FNC1_MACMU	CASP9_MOUSE
CI114_HUMAN	A0A5F7ZNE4_MACMU	CI114_MOUSE
TPBGL_HUMAN	A0A1D5QBA5_MACMU	TPBGL_MOUSE
I23O1_HUMAN	F6SGT6_MACMU	I23O1_MOUSE
PRA25_HUMAN	F6PT92_MACMU	B1ARV6_MOUSE
RN149_HUMAN	A0A5F7ZHB9_MACMU	RN149_MOUSE
VASH1_HUMAN	A0A5F7ZCD3_MACMU	VASH1_MOUSE
IDH3B_HUMAN	A0A1D5QJ76_MACMU	Q91VA7_MOUSE
SAS10_HUMAN	A0A1D5QJ76_MACMU	SAS10_MOUSE
FOXQ1_HUMAN	A0A5F7Z8N9_MACMU	FOXQ1_MOUSE
VSX2_HUMAN	F7AP06_MACMU	VSX2_MOUSE
DCAF7_HUMAN	F7AP06_MACMU	DCAF7_MOUSE
KLD8B_HUMAN	A0A1D5QNB8_MACMU	KLD8B_MOUSE
MFAP3_HUMAN	H9ERG6_MACMU	MFAP3_MOUSE
DNS2B_HUMAN	F6X4X0_MACMU	DNS2B_MOUSE
GNA14_HUMAN	F7HQU9_MACMU	GNA14_MOUSE
TOM40_HUMAN	F7BSK1_MACMU	TOM40_MOUSE
S22AI_HUMAN	F7C2A2_MACMU	S22AI_MOUSE
PO5F1_HUMAN	B8XIA3_MACMU	PO5F1_MOUSE
SPP2A_HUMAN	B8XIA3_MACMU	SPP2A_MOUSE
SEP12_HUMAN	F7EM27_MACMU	A0A2R8VJU7_MOUSE
TM271_HUMAN	A0A5F7Z9K8_MACMU	A0A1Y7VLQ2_MOUSE
SLX4I_HUMAN	A0A5F7ZB10_MACMU	SLX4I_MOUSE
CDCP2_HUMAN	F7DDA2_MACMU	CDCP2_MOUSE
HRH2_HUMAN	A0A1D5QEW1_MACMU	HRH2_MOUSE
PROZ_HUMAN	F6SB17_MACMU	PROZ_MOUSE
GPR87_HUMAN	A0A1D5R3A6_MACMU	GPR87_MOUSE
P2RY2_HUMAN	F6QZ51_MACMU	P2RY2_MOUSE
HNRH3_HUMAN	F6Y030_MACMU	D3Z3N4_MOUSE
ROA2_HUMAN	F6QE81_MACMU	ROA2_MOUSE
PEPA4_HUMAN	A0A5F7ZHN9_MACMU	PEPA5_MOUSE
EIF3H_HUMAN	A0A1D5Q6H3_MACMU	EIF3H_MOUSE
CDCA7_HUMAN	A0A1D5QA66_MACMU	CDCA7_MOUSE
ECSIT_HUMAN	A0A5F7ZY32_MACMU	ECSIT_MOUSE
1A1L1_HUMAN	A0A5F7ZY32_MACMU	1A1L1_MOUSE
TM198_HUMAN	H9EU83_MACMU	TM198_MOUSE
PGFRL_HUMAN	F6RQ55_MACMU	PGFRL_MOUSE
T255A_HUMAN	F6TJH0_MACMU	T255A_MOUSE
RN135_HUMAN	F7HQP6_MACMU	RN135_MOUSE
ADH4_HUMAN	F7GMI7_MACMU	ADH4_MOUSE
A1AT_HUMAN	F6U0C8_MACMU	A1AT1_MOUSE
LYAM1_HUMAN	LYAM1_MACMU	LYAM1_MOUSE
VAT1_HUMAN	Q3I1S1_MACMU	VAT1_MOUSE
T185B_HUMAN	F7HHM5_MACMU	T185B_MOUSE
SHBG_HUMAN	F6Z7P7_MACMU	SHBG_MOUSE
CASP4_HUMAN	F7A0E8_MACMU	CASP4_MOUSE
NPAL2_HUMAN	F7DWC6_MACMU	NPAL2_MOUSE
C1GLT_HUMAN	A0A5F7ZS52_MACMU	C1GLT_MOUSE
UBE2Z_HUMAN	A0A5F7ZW02_MACMU	UBE2Z_MOUSE
TOB1_HUMAN	F7GFK0_MACMU	TOB1_MOUSE
S35C2_HUMAN	A0A1D5Q9R4_MACMU	S35C2_MOUSE
ELF3_HUMAN	F6TYX0_MACMU	ELF3_MOUSE
LRAD3_HUMAN	H9FQ87_MACMU	LRAD3_MOUSE
SPB6_HUMAN	H9H396_MACMU	SPB6_MOUSE
NEGR1_HUMAN	F7HQB1_MACMU	NEGR1_MOUSE
GOLM2_HUMAN	H9FPH7_MACMU	GOLM2_MOUSE
CDC37_HUMAN	A0A5F7ZMB1_MACMU	CDC37_MOUSE
DNJB5_HUMAN	G7NFF1_MACMU	DNJB5_MOUSE
GFOD2_HUMAN	G7NFF1_MACMU	GFOD2_MOUSE
SPB11_HUMAN	F7DWJ1_MACMU	SPB11_MOUSE
PAR11_HUMAN	A0A5F8AEF1_MACMU	PAR11_MOUSE
PNMA1_HUMAN	F7CEG4_MACMU	PNMA1_MOUSE
WIPI3_HUMAN	H9EPA6_MACMU	WIPI3_MOUSE
TBX10_HUMAN	A0A5F7ZXY7_MACMU	TBX10_MOUSE
RA51C_HUMAN	F7E5E7_MACMU	RA51C_MOUSE
DJC18_HUMAN	G7MUW8_MACMU	DJC18_MOUSE
SKAP2_HUMAN	A0A1D5R563_MACMU	SKAP2_MOUSE
ANR40_HUMAN	A0A5F8A7G6_MACMU	ANR40_MOUSE
PRR5L_HUMAN	A0A5F7ZG00_MACMU	PRR5L_MOUSE
NECA3_HUMAN	F7DEN8_MACMU	NECA3_MOUSE
NPT4_HUMAN	F7HQN7_MACMU	G3UWD9_MOUSE
AGRF4_HUMAN	F7HQN7_MACMU	AGRF4_MOUSE
NFYA_HUMAN	A0A1D5QSZ7_MACMU	NFYA_MOUSE
5HT1F_HUMAN	A0A5F7ZV06_MACMU	5HT1F_MOUSE
ENTP6_HUMAN	A0A5F7ZV06_MACMU	ENTP6_MOUSE
DIAC_HUMAN	F6QZ27_MACMU	DIAC_MOUSE
CGL_HUMAN	A0A1D5QLN0_MACMU	CGL_MOUSE
CH076_HUMAN	F6WB42_MACMU	CH076_MOUSE
ZN701_HUMAN	F6YL68_MACMU	CH076_MOUSE
GET3_HUMAN	A0A1D5QW63_MACMU	GET3_MOUSE
ERCC8_HUMAN	F7ENE4_MACMU	ERCC8_MOUSE
TRI43_HUMAN	F6S9U9_MACMU	ERCC8_MOUSE
TCP11_HUMAN	A0A1D5Q379_MACMU	TCP11_MOUSE
PPID_HUMAN	H9EVU2_MACMU	PPID_MOUSE
ZSC9_HUMAN	F7GX24_MACMU	PPID_MOUSE
HM20A_HUMAN	G7MYE9_MACMU	HM20A_MOUSE
SPB13_HUMAN	A0A1D5QF86_MACMU	SPB13_MOUSE
GD1L1_HUMAN	F7GYA2_MACMU	GD1L1_MOUSE
ELL3_HUMAN	F7G398_MACMU	ELL3_MOUSE
TET5D_HUMAN	F6UZX0_MACMU	B1ATX6_MOUSE
ACTL8_HUMAN	F7G3E5_MACMU	B1ATX6_MOUSE
DHR13_HUMAN	F7F6Q3_MACMU	DHR13_MOUSE
TAF7_HUMAN	F6T3U2_MACMU	TAF7_MOUSE
F221B_HUMAN	F7HKZ0_MACMU	TAF7_MOUSE
PRLHR_HUMAN	A0A5F8AHK6_MACMU	PRLHR_MOUSE
TMM64_HUMAN	A0A1D5QPI4_MACMU	TMM64_MOUSE
GL8D2_HUMAN	F6V7I4_MACMU	GL8D2_MOUSE
PE2R3_HUMAN	F7HS70_MACMU	PE2R3_MOUSE
KPSH2_HUMAN	A0A5F7ZPS2_MACMU	PE2R3_MOUSE
PSD13_HUMAN	F7C5Z4_MACMU	PSD13_MOUSE
NSDHL_HUMAN	F7GKA1_MACMU	NSDHL_MOUSE
TLRN1_HUMAN	A0A5F8AIA8_MACMU	TLRN1_MOUSE
CDKL1_HUMAN	F7H9C7_MACMU	CDKL1_MOUSE
ZN684_HUMAN	G7MGB2_MACMU	CDKL1_MOUSE
CP4F2_HUMAN	G7MGB2_MACMU	Q99N18_MOUSE
LAMP2_HUMAN	F7BCK9_MACMU	LAMP2_MOUSE
XRP2_HUMAN	G7NT32_MACMU	XRP2_MOUSE
DHYS_HUMAN	F7BR83_MACMU	DHYS_MOUSE
SOLH2_HUMAN	A0A1D5RF64_MACMU	SOLH2_MOUSE
HPBP1_HUMAN	F7GZP7_MACMU	HPBP1_MOUSE
PF2R_HUMAN	F7CGY7_MACMU	PF2R_MOUSE
STN1_HUMAN	F6PY41_MACMU	STN1_MOUSE
ABHD1_HUMAN	F6PQ72_MACMU	ABHD1_MOUSE
BCAT2_HUMAN	F6ZG15_MACMU	BCAT2_MOUSE
P2RX3_HUMAN	A0A5F7Z9P4_MACMU	P2RX3_MOUSE
UD110_HUMAN	A0A5F7Z9P4_MACMU	D3Z748_MOUSE
BAAT_HUMAN	A0A5F8A314_MACMU	BAAT_MOUSE
ATX3_HUMAN	H9FUL0_MACMU	ATX3_MOUSE
UBE3D_HUMAN	A0A5F8ARW2_MACMU	UBE3D_MOUSE
K1C15_HUMAN	A0A5F8ARW2_MACMU	K1C15_MOUSE
SIA4B_HUMAN	H9YVE0_MACMU	SIA4B_MOUSE
TF3A_HUMAN	F7FGK0_MACMU	TF3A_MOUSE
STX5_HUMAN	F7BHP2_MACMU	STX5_MOUSE
ZN454_HUMAN	F7BHP2_MACMU	Q80Y34_MOUSE
ADPRH_HUMAN	A0A5F7ZS64_MACMU	ADPRH_MOUSE
ACKR2_HUMAN	A0A5F7ZN48_MACMU	ACKR2_MOUSE
PGK2_HUMAN	F7H0D2_MACMU	PGK2_MOUSE
ZN114_HUMAN	A0A1D5QWR1_MACMU	PGK2_MOUSE
SPN1_HUMAN	A0A5F7ZP70_MACMU	SPN1_MOUSE
LIMS2_HUMAN	F6X2X1_MACMU	LIMS2_MOUSE
AS3MT_HUMAN	F7DBC7_MACMU	AS3MT_MOUSE
MYG1_HUMAN	F7HT82_MACMU	MYG1_MOUSE
ZMY12_HUMAN	F6SHM2_MACMU	A2BGJ5_MOUSE
CXCR5_HUMAN	F7HLU2_MACMU	CXCR5_MOUSE
BMP15_HUMAN	A0A5F7ZM21_MACMU	BMP15_MOUSE
SCRT1_HUMAN	F6X2S7_MACMU	SCRT1_MOUSE
VSIG1_HUMAN	F7EVD7_MACMU	VSIG1_MOUSE
CCNI_HUMAN	A0A5F7ZNJ0_MACMU	CCNI_MOUSE
MFS12_HUMAN	A0A5F7ZNJ0_MACMU	MFS12_MOUSE
KLF8_HUMAN	I2CVU4_MACMU	KLF8_MOUSE
SOCS4_HUMAN	I2CVU4_MACMU	SOCS4_MOUSE
HMCES_HUMAN	A0A5F7ZE81_MACMU	HMCES_MOUSE
SFRP4_HUMAN	G7MLG9_MACMU	SFRP4_MOUSE
SERC2_HUMAN	G7MLG9_MACMU	SERC2_MOUSE
TMOD4_HUMAN	F6PSC9_MACMU	TMOD4_MOUSE
WBP4_HUMAN	F7B0K3_MACMU	WBP4_MOUSE
GPR1_HUMAN	GPR1_MACMU	GPR1_MOUSE
GALR2_HUMAN	A0A5F7ZYZ4_MACMU	GALR2_MOUSE
STRAP_HUMAN	H9FPC1_MACMU	STRAP_MOUSE
ILEU_HUMAN	A0A5F8AVB2_MACMU	ILEUA_MOUSE
DAPK2_HUMAN	A0A5F8AVB2_MACMU	DAPK2_MOUSE
GDPP1_HUMAN	F7FPR4_MACMU	GDPP1_MOUSE
HAP40_HUMAN	F7A2P7_MACMU	HAP40_MOUSE
GBB4_HUMAN	F6ZIZ9_MACMU	GBB4_MOUSE
GPTC4_HUMAN	F7H7A3_MACMU	GPTC4_MOUSE
SNX21_HUMAN	F7DXI2_MACMU	SNX21_MOUSE
PTN7_HUMAN	F6TEC2_MACMU	PTN7_MOUSE
MEI4_HUMAN	F7GHG8_MACMU	MEI4_MOUSE
HPLN1_HUMAN	G7MV77_MACMU	HPLN1_MOUSE
UBAC1_HUMAN	F7C939_MACMU	UBAC1_MOUSE
F217B_HUMAN	H9FYB2_MACMU	A2AJW5_MOUSE
HS3S5_HUMAN	G7MQP7_MACMU	HS3S5_MOUSE
RM38_HUMAN	A0A1D5R4W9_MACMU	RM38_MOUSE
GBB3_HUMAN	F7CTP1_MACMU	GBB3_MOUSE
AT1B4_HUMAN	F6YTH2_MACMU	AT1B4_MOUSE
VEGFD_HUMAN	F6S6U0_MACMU	VEGFD_MOUSE
HARB1_HUMAN	F7CH91_MACMU	HARB1_MOUSE
HMGC2_HUMAN	F7CUT0_MACMU	HMGC2_MOUSE
ZN367_HUMAN	A0A5F8A7G5_MACMU	ZN367_MOUSE
EXO5_HUMAN	F6U8T1_MACMU	EXO5_MOUSE
RT29_HUMAN	A0A5F7ZK90_MACMU	RT29_MOUSE
FDXA1_HUMAN	A0A5F7ZK90_MACMU	FDXA1_MOUSE
ERI3_HUMAN	F6PT31_MACMU	ERI3_MOUSE
NKX23_HUMAN	F7HMD3_MACMU	NKX23_MOUSE
HRH4_HUMAN	F6WWD4_MACMU	HRH4_MOUSE
BTNL8_HUMAN	F7GSE8_MACMU	HRH4_MOUSE
GBX2_HUMAN	F6WW58_MACMU	GBX2_MOUSE
SPB7_HUMAN	F6TWV9_MACMU	SPB7_MOUSE
GBB1_HUMAN	F7FXA9_MACMU	GBB1_MOUSE
CHSTA_HUMAN	F7FA34_MACMU	CHSTA_MOUSE
RTCA_HUMAN	F6T8X7_MACMU	RTCA_MOUSE
GBB2_HUMAN	H9Z7W5_MACMU	GBB2_MOUSE
IMPA3_HUMAN	A0A5F8A653_MACMU	IMPA3_MOUSE
GLYG_HUMAN	A0A1D5RA91_MACMU	GLYG_MOUSE
CP2F1_HUMAN	A0A1D5RA91_MACMU	CP2F2_MOUSE
PTGR3_HUMAN	H9H3R3_MACMU	PTGR3_MOUSE
G6PC1_HUMAN	A0A1D5QQ89_MACMU	G6PC1_MOUSE
SSR4_HUMAN	F7C9S6_MACMU	SSR4_MOUSE
PLEK_HUMAN	G7NA76_MACMU	PLEK_MOUSE
RASF6_HUMAN	F7HAH1_MACMU	RASF6_MOUSE
OTULL_HUMAN	F6VX07_MACMU	OTULL_MOUSE
S1PR5_HUMAN	G7NL04_MACMU	S1PR5_MOUSE
RIPL1_HUMAN	A0A5F8ASV5_MACMU	RIPL1_MOUSE
SNR40_HUMAN	F6SV59_MACMU	SNR40_MOUSE
RDH10_HUMAN	I2CWI5_MACMU	RDH10_MOUSE
RN146_HUMAN	F6SP59_MACMU	RN146_MOUSE
TX13A_HUMAN	F7H1W2_MACMU	A2AFS9_MOUSE
SPT17_HUMAN	A0A5F7ZKP4_MACMU	SPT17_MOUSE
SPA12_HUMAN	F7CWJ1_MACMU	SPA12_MOUSE
KERA_HUMAN	A0A5F7ZJH0_MACMU	KERA_MOUSE
5HT5A_HUMAN	G7MNJ3_MACMU	5HT5A_MOUSE
HXD10_HUMAN	A0A1D5Q6N3_MACMU	HXD10_MOUSE
ZN479_HUMAN	A0A5F8ARM9_MACMU	HXD10_MOUSE
MSD4_HUMAN	F7GA54_MACMU	MSD4_MOUSE
CHAD_HUMAN	A0A5F8A6P0_MACMU	CHAD_MOUSE
XKR9_HUMAN	F6SX06_MACMU	XKR9_MOUSE
FA76B_HUMAN	F6WCW5_MACMU	FA76B_MOUSE
ZN830_HUMAN	G7NGV9_MACMU	ZN830_MOUSE
PRS54_HUMAN	F6QZV3_MACMU	PRS54_MOUSE
UR2R_HUMAN	F6TAU1_MACMU	UR2R_MOUSE
PEX12_HUMAN	F6WC25_MACMU	PEX12_MOUSE
CD209_HUMAN	CD209_MACMU	C209B_MOUSE
GPR6_HUMAN	F7G113_MACMU	GPR6_MOUSE
SASH3_HUMAN	A0A1D5R6I9_MACMU	SASH3_MOUSE
G6PC3_HUMAN	F7GZL8_MACMU	G6PC3_MOUSE
IN80B_HUMAN	F7HKT1_MACMU	IN80B_MOUSE
CAAP1_HUMAN	F6W2I1_MACMU	CAAP1_MOUSE
NIPA2_HUMAN	F7DAX6_MACMU	NIPA2_MOUSE
TTL_HUMAN	F7DAX6_MACMU	TTL_MOUSE
SIR6_HUMAN	F7FW60_MACMU	SIR6_MOUSE
SUMF1_HUMAN	A0A1D5QCU8_MACMU	SUMF1_MOUSE
TRI54_HUMAN	F7E925_MACMU	TRI54_MOUSE
TRIB2_HUMAN	G7NBB1_MACMU	TRIB2_MOUSE
VA0D2_HUMAN	F7GTJ4_MACMU	VA0D2_MOUSE
PRKX_HUMAN	F7H6T2_MACMU	PRKX_MOUSE
SH3G2_HUMAN	A0A5F8AB04_MACMU	SH3G2_MOUSE
RF1ML_HUMAN	F6QJX5_MACMU	RF1ML_MOUSE
RNF34_HUMAN	F7F6I1_MACMU	RNF34_MOUSE
PDK1L_HUMAN	G7MHQ8_MACMU	PDK1L_MOUSE
ADPRS_HUMAN	A0A5F8AQ79_MACMU	ADPRS_MOUSE
CCN6_HUMAN	F7FEB2_MACMU	CCN6_MOUSE
LMA2L_HUMAN	F7D808_MACMU	LMA2L_MOUSE
FABD_HUMAN	F6SUC4_MACMU	FABD_MOUSE
ZN735_HUMAN	F6TR12_MACMU	A0A087WQI7_MOUSE
SPA6L_HUMAN	F7H5Y8_MACMU	SPA6L_MOUSE
NAA30_HUMAN	F6UYE1_MACMU	NAA30_MOUSE
FOXE1_HUMAN	F7H2I3_MACMU	FOXE1_MOUSE
RRS1_HUMAN	F6T893_MACMU	RRS1_MOUSE
SH3G1_HUMAN	A0A1D5QFT4_MACMU	SH3G1_MOUSE
TWF1_HUMAN	A0A1D5Q8A4_MACMU	TWF1_MOUSE
MCIN_HUMAN	F7HUH1_MACMU	MCIN_MOUSE
FOXI1_HUMAN	F7C1T8_MACMU	FOXI1_MOUSE
NPY4R_HUMAN	Q6YHV0_MACMU	NPY4R_MOUSE
CXA5_HUMAN	F7GSB4_MACMU	CXA5_MOUSE
TTLL9_HUMAN	F7CJU1_MACMU	TTLL9_MOUSE
EI2BB_HUMAN	F7HB02_MACMU	EI2BB_MOUSE
SCAM1_HUMAN	G7MUU1_MACMU	SCAM1_MOUSE
KHDR3_HUMAN	H9FNW1_MACMU	KHDR3_MOUSE
CDK7_HUMAN	F6XZK0_MACMU	CDK7_MOUSE
3BHS2_HUMAN	3BHS1_MACMU	3BHS1_MOUSE
HYKK_HUMAN	G7MYG0_MACMU	HYKK_MOUSE
MTFR2_HUMAN	F6S8Z4_MACMU	MTFR2_MOUSE
CERS4_HUMAN	A0A5F8ASB8_MACMU	CERS4_MOUSE
STYK1_HUMAN	A0A5F7ZIJ5_MACMU	STYK1_MOUSE
KC1A_HUMAN	H9ENA3_MACMU	KC1A_MOUSE
CXA3_HUMAN	A0A5F7ZEN7_MACMU	CXA3_MOUSE
FBLI1_HUMAN	F7FNP3_MACMU	FBLI1_MOUSE
FBX22_HUMAN	F7FNP3_MACMU	FBX22_MOUSE
NDF6_HUMAN	F7GSL5_MACMU	NDF6_MOUSE
ITBP2_HUMAN	F6VJZ1_MACMU	ITBP2_MOUSE
HEM3_HUMAN	F6U3X9_MACMU	HEM3_MOUSE
NDRG2_HUMAN	A0A1D5R6P8_MACMU	NDRG2_MOUSE
GPD1L_HUMAN	H9ET42_MACMU	GPD1L_MOUSE
GBX1_HUMAN	A0A1D5QDX9_MACMU	GBX1_MOUSE
MTG2_HUMAN	A0A5F8ASM2_MACMU	A2AFK4_MOUSE
DLK1_HUMAN	F7GDI5_MACMU	DLK1_MOUSE
BRX1_HUMAN	F7A5Q1_MACMU	BRX1_MOUSE
ASPH1_HUMAN	F6XWV3_MACMU	ASPH1_MOUSE
WDR53_HUMAN	F6X8N5_MACMU	WDR53_MOUSE
DTX3_HUMAN	A0A1D5QDF1_MACMU	DTX3_MOUSE
SIR3_HUMAN	F6TH81_MACMU	SIR3_MOUSE
FOXA3_HUMAN	G7NMZ5_MACMU	FOXA3_MOUSE
TRI63_HUMAN	F6X0F9_MACMU	TRI63_MOUSE
AL3B2_HUMAN	F7EIS9_MACMU	AL3B2_MOUSE
PGS2_HUMAN	F6PRM5_MACMU	PGS2_MOUSE
KLD8A_HUMAN	I0FL56_MACMU	KLD8A_MOUSE
WNT11_HUMAN	A0A5F7ZAP0_MACMU	WNT11_MOUSE
3BP5L_HUMAN	A0A5F7ZAP0_MACMU	3BP5L_MOUSE
SUN5_HUMAN	F6X9N3_MACMU	SUN5_MOUSE
TGDS_HUMAN	F7H5H9_MACMU	TGDS_MOUSE
ACTT3_HUMAN	F6Q5K2_MACMU	ACTT3_MOUSE
MGT4D_HUMAN	F7HQA1_MACMU	MGT4D_MOUSE
X3CL1_HUMAN	A0A5F8A5C7_MACMU	X3CL1_MOUSE
NEIL1_HUMAN	A0A1D5QAC9_MACMU	NEIL1_MOUSE
HOME3_HUMAN	A0A1D5RFQ8_MACMU	HOME3_MOUSE
IST1_HUMAN	F6YAS0_MACMU	IST1_MOUSE
PLEK2_HUMAN	A0A1D5RFP4_MACMU	PLEK2_MOUSE
SYAP1_HUMAN	G7NSB4_MACMU	SYAP1_MOUSE
HEXI1_HUMAN	F7BGX2_MACMU	HEXI1_MOUSE
OPSD_HUMAN	F7ETG0_MACMU	OPSD_MOUSE
ABHDD_HUMAN	A0A1D5Q9W1_MACMU	ABHDD_MOUSE
EPOP_HUMAN	F7ABR5_MACMU	EPOP_MOUSE
MINP1_HUMAN	F7ABR5_MACMU	MINP1_MOUSE
RIR2B_HUMAN	F7HEG5_MACMU	RIR2B_MOUSE
SERC4_HUMAN	F7HEG5_MACMU	SERC4_MOUSE
SPYA_HUMAN	F7F4Q3_MACMU	SPYA_MOUSE
DEN10_HUMAN	H9EVJ4_MACMU	DEN10_MOUSE
KAP1_HUMAN	H9EVJ4_MACMU	KAP1_MOUSE
DJC25_HUMAN	F7FAY7_MACMU	DJC25_MOUSE
HXD13_HUMAN	A0A5F8AEK4_MACMU	HXD13_MOUSE
ZDH15_HUMAN	G7NS58_MACMU	ZDH15_MOUSE
CCN2_HUMAN	H9FQD5_MACMU	CCN2_MOUSE
TPSNR_HUMAN	A0A5F8ASC6_MACMU	TPSNR_MOUSE
NECA1_HUMAN	F7AAL1_MACMU	NECA1_MOUSE
RFC4_HUMAN	F6S9R5_MACMU	RFC4_MOUSE
GNAO_HUMAN	A0A5F7ZR76_MACMU	GNAO_MOUSE
MCU_HUMAN	F6U7W6_MACMU	MCU_MOUSE
